recipe_id,step,description
120,1,"Heat the oil in a broad non-stick pan, add the paneer and salt and sauté on a medium flame for 3to 4 minutes. Drain well on an absorbent paper and keep aside."
120,2,"In the same oil , add the ginger- garlic paste, green chillies and sauté on a medium flame for few seconds."
120,3,"Add the green peas, potatoes and salt and mix well and cook on a medium flame for 3 to 4 minutes. While stirring occasionally."
120,4,"Combine the paneer and green peas-potato mixture in a deep bowl, add the sweet chutney, green chutney, chaat masala, lemon juice and coriander and mix gently."
120,5,Serve immediately.
121,1,"Combine the whole wheat flour, ghee and salt in a bowl and mix well."
121,2,Add enough water and knead into a semi-stiff dough. Keep aside.
122,1,"Combine the whole wheat flour, ghee and salt in a bowl and mix well."
122,2,Add enough water and knead into a semi-stiff dough. Keep aside.
123,1,"Heat the ghee in a deep non-stick kadhai, add the bayleaves, cinnamon, cloves, cardamom, nigella seeds, mustard seeds and fenugreek seeds and sauté on a medium flame for 30 seconds."
123,2,"When the seeds crackle, add the curds, asafoetida, chilli powder, coriander-cumin seeds powder and turmeric powder, mix well and cook on a slow flame for 1 minute, while stirring continuously."
123,3,"Add the tomatoes, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
123,4,"Add the potatoes, pumpkin, salt and ½ cup of water and mix well. Coverwith a lid and cook on a medium flame for 10 to 12 minutes, while stirring occasionally."
123,5,"Add the dried mango powder and sugar, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
123,6,Serve immediately.
124,1,"Heat the oil in a deep non-stick pan and deep-fry the potatoes in few batches, till they turn golden brown in colour from all the sides. Keep aside."
124,2,Dry roast the poppy seeds in a small non-stick pan for 2 to 3 minutes.
124,3,Combine the roasted poppy seeds and green chillies in a mixer along with ¼ cup of water and blend till smooth. Keep aside.
124,4,"Heat the oil in a broad non-stick pan, add the red chillies, poppy seeds-green chillies mixture and turmeric powder, mix well  and cook on a medium flame for 1 minute, while stirring it occasionally."
124,5,"Add the fried potatoes, 1 tbsp of water and salt,  toss well and cook on a medium flame for 1 to 2 minutes."
124,6,Serve hot.
125,1,Heat a non-stick pan and dry roast the poppy seeds till they turn pink. Coarsely grind them in a mixer and keep aside.
125,2,"Heat the oil in the same pan, add the red chillies, turmeric powder and ground poppy seeds and sauté for a minute."
125,3,Add the potatoes and salt and sauté for 2 to 3 more minutes.
125,4,Serve hot.
126,1,"Place the poppy seeds on a microwave-proof plate, and microwave on high for 2 minutes."
126,2,Coarsely grind in a mixer along with the green chillies till smooth. Keep aside.
126,3,"Combine the potatoes with 2 tsp of oil in a microwave safe flat plate and microwave on high for 8 minutes, while stirring once in between. Keep aside."
126,4,"Combine the remaining 2 tsp of oil, dry red chillies, turmeric powder and ground poppy seeds in a microwave-safe bowl, mix well and microwave on high for 30 seconds."
126,5,"Add the potatoes and salt, mix gently and microwave on high for 1 minute."
126,6,Serve immediately.
127,1,Combine the potatoes and green peas in a deep bowl and mash well.
127,2,"Add the coriander leaves, chilli powder, chaat masala, lemon juice and salt and mix well."
127,3,Divide the mixture into 8 equal portions.
127,4,Roll each portion into round patty and then cut out into heart shape using a cookie cutter.
127,5,Heat the oil in a non-stick tava (griddle) and cook few tikkis at a time till they turn golden brown in colour from the sides.
127,6,Serve immediately with tomato ketchup.
128,1,Combine all the ingredients in a bowl and mix well.
128,2,"Divide the mixture into 6 equal portions and shape each portion into a round, flat"
128,3,50 mm. (2”) tikki.
128,4,"Heat a non-stick tava (griddle) on a medium flame and grease it with oil and cook the tikkis, using little oil, till both sides are golden brown in colour."
128,5,Serve hot with tomato ketchup or green chutney.
129,1,Combine the plain flour and ¾ cup of water in a deep bowl and whisk well. Keep aside.
129,2,Heat the oil in a broad non-stick pan and add the cumin seeds and sauté on a medium flame for 30 seconds.
129,3,Add the garlic and onions and sauté on a medium flame for 1 to 2 minutes.
129,4,Add the green peas and sauté on a medium flame for 1 minute.
129,5,"Add all the other remaining ingredients, mix well and cook on a medium flame for 2 to 3 minutes, while mashing it occasionaly."
129,6,Divide the mixture into 6 equal portions and shape each portion into a circle of 75 mm. (3”) diameter and 1 cm thickness tikki.
129,7,Dip each tikki in the maida- water mixture and roll in the bread crumbs till it is evenly coated from all the sides.
129,8,Heat the oil in a deep non-stick pan and deep-fry each tikki till it turns golden brown in colour from both the sides. Drain on an absorbent paper and keep aside.
130,1,Combine all the ingredients in a deep bowl and mix well.
130,2,Divide the mixture into 8 equal portions.
130,3,Roll and shape each portion into a 63 mm. (2½”) round flat tikki.
130,4,"Heat the oil in a broad non-stick pan and deep- fry 4 tikkis at a time, till they turn golden brown in colour from all the sides. Drain on an absorbent paper and keep aside."
131,1,Wash the baby potatoes very well and parboil them in enough salted water. Drain and keep aside.
131,2,Heat the oil in a deep non-stick pan on a medium flame and deep-fry the potatoes till they turn crisp and light brown in colour. Drain on an absorbent paper and allow them to cool for a while.
131,3,Press each deep-fried potato between the palms of your hands to flatten them and deep-fry again in the same hot oil on a medium flame till they turn golden brown in colour from all the sides. Drain on an absorbent paper.
131,4,"Transfer them into a deep bowl, add the masala powder and toss well. Serve immediately."
132,1,Combine all the ingredients in a bowl and knead to a semi-soft dough using enough water.
132,2,"Divide the dough into 6 equal portions and roll out each portion into a circle of 150 mm. (6"") diameter, using flour."
132,3,"Cook on a hot tava (griddle) on both sides, using a little ghee, till brown spots appear on both the sides."
132,4,Serve hot.
133,1,Soak all the mangoes in enough water in a deep bowl for 30 minutes.
133,2,"Take a mango, press from evenly from all the sides till it turns soft uniformly."
133,3,Remove the eye of the mango and squeeze it very well so as to collect the pulp in a deep bowl.
133,4,Repeat steps 2 and 3 with the remaining 11 mangoes.
133,5,Blend the mango pulp in a mixer till smooth.
133,6,Serve immediately or store in an air-tight container in the freezer.
134,1,"Combine the rice flour, salt and 2 cups of water in a bowl and mix well to a batter of pouring consistency."
134,2,"Grease a kadhai using ¼ tsp of oil, pour the batter in it and cook on a medium flame, while stirring continuously till it leaves the sides of the kadhai and resembles a dough. Keep aside."
134,3,Remove in a greased thali and knead (while hot) using ¼ tsp of oil till smooth.
134,4,Cover the dough with a wet muslin cloth and keep aside for 5 minutes.
134,5,"Rub ½ tsp of oil on your hands, take a little dough and shape into small size round balls. Steam in a idli steamer for 5 to 7 minutes. Keep aside."
134,6,Heat the remaining 3 tsp of oil in another kadhai and add mustard seeds.
134,7,"When the seeds crackle, add the urad dal, red chillies, asafoetida and curry leaves and sauté on a medium flame for a few seconds."
134,8,"Add the steamed rice balls, toss well and cook on a medium flame for another minute,serve hot garnished with coconut and coriander."
134,9,Handy tips:
134,10,"To make stuffed kozhakatai, fill the rice balls with a savoury filling of your choice."
135,1,"Heat the oil in a small pan, add the coriander seeds and red chillies and sauté on a medium flame for 30 seconds, while stirring continuously. Keep aside."
135,2,"When cool, add the coconut and tamarind, mix well and blend in a mixer to make a smooth paste, using enough water. Keep aside."
136,1,"Place all the ingredients of the sauce in a vessel, mix well and put to boil. Go on cooking and stirring until the sauce is thick."
136,2,Keep aside.
137,1,"1. Heat the oil in a deep non-stick kadhai, add 2 cups of hakka noodles and spread it evenly to form a layer and deep-fry till it turns crispy and golden brown in colour from both the sides. Drain on an absorbent paper."
137,2,2. Repeat step 1 to deep-fry the remaining noodles. Keep aside.
138,1,"Heat the oil in a deep non-stick kadhai, add 2 cups of hakka noodles and spread it evenly to form a layer and deep-fry till it turns crispy and golden brown in colour from both the sides. Drain on an absorbent paper."
138,2,Repeat step 1 to deep-fry the remaining noodles. Keep aside.
139,1,"Combine all the ingredients along with 1½ cups of water  in a sauce pan, mix well and cook on a medium flame for 5 to 6 minutes, while stirring continuously. Keep aside."
140,1,"Combine the sweet corn, spring onions, capsicum and tomatoes in a deep bowl and mix well."
140,2,"Pour the vinaigrette dressing over the salad, toss well and refrigerate for at least an hour."
140,3,Serve chilled.
141,1,"Combine the rice flour, salt and 1¾ cups of water in a bowl and mix well to a smooth batter of pouring consistency."
141,2,"Grease a non-stick kadhai using ¼ tsp of oil, pour the batter in it and cook on a medium flame, while stirring continuously till it leaves the sides of the kadhai and resembles a dough. Keep aside."
141,3,Remove on a greased thali and knead (while hot) using ¼ tsp of oil till smooth.
141,4,Cover the dough with a wet muslin cloth and keep aside for 5 minutes.
141,5,"Rub ¼ tsp of oil on your hands, divide the dough into 35 to 40 equal portions (small) and shape each into round balls. Steam in a idli steamer for 5 to 7 minutes. Keep aside."
141,6,Heat the remaining 1 tsp of oil in another non-stick kadhai and add the mustard seeds.
141,7,"When the seeds crackle, add the urad dal, red chillies, asafoetida and curry leaves and sauté on a medium flame for a few seconds."
141,8,"Add the steamed rice balls, toss well and cook on a medium flame for another minute, serve hot garnished with coconut and coriander."
142,1,Soak the dal for at least 6 hours.
142,2,Leave 4 tablespoons of dal aside and grind the rest with the green chillies and ginger.
142,3,Add the whole (unground) dal.
142,4,"Add the soda bi-carb, turmeric powder and salt, mix well."
142,5,Keep the mixture aside for at least 4 hours.
142,6,Spread a little mixture at a time in a thali (flat metal plate with low rim) and steam to make dhoklas. Repeat for the remaining mixture.
142,7,Cool and crumble.
142,8,"Add the sugar, lemon juice and a little salt and mix well."
142,9,"Heat the oil in a vessel and add the mustard seeds. When they stop popping, add the garlic, fry for a few seconds, add the asafoetida and fry again for a few seconds."
142,10,Pour this mixture on top of the crumbled dhoklas.
142,11,"Decorate with chopped coriander, grated coconut and sev and serve."
143,1,"Combine the besan, semolina, citric acid crystals, sugar, ginger-green chilli paste, salt and approx. ½ cup of water in a deep bowl and mix well to make a batter of pouring consistency. Adjust consistency of the batter using 1 to 2 tbsp of more water if required."
143,2,"Just before serving, add the fruit salt and 2 tsp of water over it."
143,3,"When the bubbles form, mix gently."
143,4,Pour half the batter into a greased 150 mm. (6”) diameter microwave-safe container and microwave on high for 2 minutes. Allow it to stand in the microwave for 1 minute.
143,5,Repeat with the remaining batter to make one more batch of dhoklas. Keep aside to cool.
143,6,Crumble the dhoklas lightly with your fingers to get khaman.
143,7,"Add the green chillies, 2½ tbsp of oil, lemon juice and sugar, mix well and keep aside."
143,8,Put the remaining 2 tbsp of oil in a small microwave-safe bowl and microwave on high for 40 seconds.
143,9,Add the mustard seeds and asafoetida and microwave on high for 30 seconds.
143,10,Pour the tempering on the khaman and mix well.
143,11,"Serve immediately garnished with sev, coconut and coriander."
144,1,Crumble the dhoklas and keep aside.
144,2,Heat the oil in a kadhai and add the mustard seeds.
144,3,"When the seeds crackle, add the garlic and asafoetida and sauté on a medium flame for a few seconds."
144,4,Pour this tempering over the crumbled dhoklas and mix well.
144,5,"Add the pomegranate seeds, coriander, coconut and sev and mix well. Serve immediately."
145,1,Crumble the dhoklas in a bowl and keep aside.
145,2,Heat the oil in a kadhai and add the mustard seeds.
145,3,"When the seeds crackle, add the garlic and asafoetida and sauté on a medium flame for a few seconds."
145,4,Pour this tempering over the crumbled dhoklas and mix well.
145,5,"Add the sugar, pomegranate seeds, coriander and coconut and mix well."
145,6,"Just before serving, add the sev and mix well."
145,7,Serve immediately.
146,1,Combine all the ingredients and ¼ cup of water in a mixer and blend it till smooth.
146,2,Serve or store it in an airtight container and refrigerate it.
147,1,Combine the amlas and ginger along with ¼ cup of water in a mixer and blend it till smooth.
147,2,Strain it using a strainer in a deep bowl.
147,3,Add the salt and mix well.
147,4,Pour it in 2 individual glasses.
147,5,Serve immediately.
148,1,"Combine the indian gooseberry, indian gooseberry crush, staranise powder and 1½ cups of water in a mixer and blend till smooth. Strain the liquid and keep aside."
148,2,Combine the strained liquid and honey and mix well in a mixing glass.
148,3,"In each shot glass, place 1 tbsp of crushed ice and pour equal quantity of the juice over it. Serve immediately garnished with a staranise on the rim of each glass."
149,1,Put all the amla wedges in the infusing tube and close the lid.
149,2,"Fill ¾ of the bottle with water, place the infusing tube in it, close the lid of the bottle tightly and shake it lightly."
149,3,Keep aside to infuse for 2 to 3 hours.
150,1,Combine the amlas and ½ cup of water in a mixer and blend till smooth.
150,2,Strain using a strainer.
150,3,Serve immediately.
151,1,Wash the amlas thoroughly. Prick them with a fork at regular intervals.
151,2,"Boil plenty of water in a pan, add the amlas and boil for 10 minutes over a high flame. Drain and keep aside."
151,3,Dissolve the sugar in 3 cups of water and bring the syrup to a boil. Add the amlas and cook over a slow flame for about 30 to 40 minutes or until the amlas are soft.
151,4,"Allow the mixture to cool completely. Keep covered in a cool dry place for at least 48 hours, so that the amlas soak in the syrup."
151,5,"On the third day, drain the amlas from the syrup, boil the syrup with cardamom powder and saffron till it reduces to a 2 to 3 string consistency. Add the amlas and simmer for 3 to 4 minutes."
151,6,Allow it to cool completely.
151,7,Bottle in a sterilised glass jar. Store for upto 1 year at room temperature.
152,1,Wash the amlas thoroughly. Prick them with a fork at regular intervals.
152,2,"Boil enough of water in a deep non-stick pan, add the amlas and boil on a high flame for 10 minutes. Drain and keep aside."
152,3,"Combine the sugar and 3 cups of water in a deep non-stick pan, mix well and cook on a medium flame for 8 minutes, while stirirng occasionally."
152,4,"Add the amlas, mix well and cook on a slow flame for 30 minutes, while stirring occasionally or till the amlas are soft. Cover it with a lid and keep aside to mature for 2 days."
152,5,Drain and reserve the syrup as well as the amlas.
152,6,"Put the syrup back into the same deep non-stick pan along with the cardamom powder and saffron, mix well and cook on a high flame for 8 minutes, while stirring occasionally."
152,7,"Add the drained amlas, mix well and cook on a medium flame for 5 minutes, while stirring occasionally."
152,8,Cool it completely and store in an air-tight glass container and use as required.
152,1,"Heat the oil in a deep non-stick pan, add the mustard seeds, chana dal, urad dal, curry leaves, dry red chillies, raw peanuts and asafoetida and sauté on a medium flame for 1 to 2 minutes."
152,2,Add the turmeric powder and sauté on a medium flame for a few seconds.
152,3,"Add the amla, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
152,4,"Add the rice and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
152,5,Serve hot.
153,1,"Heat the oil in a broad non-stick pan, add the green chillies, cumin seeds and mustards seeds and sauté on a medium flame for few seconds."
153,2,Add the amla and cook on a medium flame for 3 minutes while stirring occasionally.
153,3,"Add the chilli powder, turmeric powder, fennel seeds, coriander seeds, asafoetida and salt and sauté on a medium flame for 1 minute."
153,4,"Add ½ cup water and jaggery, mix well cover it with a lid and cook on a medium flame for 4 minutes, while stirring occasionally."
153,5,Garnish it with coriander and serve hot.
154,1,Combine the tamarind and 1 cup of water in a deep bowl and mix well. Cover with a lid and keep aside for 2 hours.
154,2,Transfer the tamarind-water mixture in a mixer and blend till smooth. Squeeze and strain the pulp in a deep bowl using a muslin cloth.
154,3,"Add the powdered sugar, pepper powder, cardamom powder, black salt, salt and 3 cups of water and mix well."
154,4,Refrigerate for atleast 1 hour.
154,5,Pour equal quantities of the drink into 4 individual glasses and serve chilled garnished with mint leaves.
155,1,"Combine the khoya and powdered sugar in a heavy bottomed pan and cook on a slow flame, stirring continuously till the sugar has dissolved and the moisture has evaporated (approximately 5 to 10 minutes)."
155,2,"Remove from the flame, add the cardamom powder and mix well. Allow it to cool completely."
155,3,"Divide the mixture into two portions, 2/3 and 1/3."
155,4,"Add the pistachios to the 1/3 mixture, and mix well."
155,5,"Add the saffron to the 2/3 mixture, and mix well."
155,6,Divide the pistachio mixture into 8 equal portions. Shape into even sized rounds.
155,7,Divide the saffron mixture into 8 equal portions and shape into even sized rounds.
155,8,Stuff each saffron round with the pistachio round and seal the edges completely and give the shape of modak or use a modak mould to press into desired shape.
156,1,"Combine the khoya and powdered sugar in a broad non-stick pan, mix well and cook on a slow flame for 6 minutes, while stirring continuously."
156,2,"Remove from the flame, add the cardamom powder and mix well. Allow it to cool for 10 to 15 minutes."
156,3,"Divide the mixture into two portions, 3/4th and ¼th"
156,4,"In the 1/4th mixture, add the pistachios and mix well."
156,5,"In the ¾ th mixture, add the saffron strands and mix well."
156,6,Divide the pistachios mixture into 8 equal portions.
156,7,Divide the saffron mixture into 8 equal portions.
156,8,Take a saffron mixture portion and flatten it between your palms.
156,9,Stuff a portion of the pistachio mixture in the centre.
156,10,Bring together the edges in the centre to seal the stuffing and shape it into a round and lightly flatten it.
156,11,Repeat steps 8 to 10 to make 7 more pedas.
156,12,Garnish with ¼ tsp of pistachio on each peda.
156,13,Serve immediately or store in an air-tight container.
157,1,"Combine the white pumpkin cubes with 1 1/4 cups of water in a kadhai and cover and cook on a medium flame for 8 to 10 minutes, or till the pumpkin is soft, while stirring occasionally."
157,2,Remove from flame and allow it to cool completely.
157,3,"Once cooled, blend in a mixer to a smooth paste. Keep aside."
157,4,"Heat the oil in a kadhai, add the cabbage and sauté on a medium flame for 1 minute."
157,5,Add the green chilli paste and sauté for another 30 seconds.
157,6,"Add the garam masala and prepared white pumpkin paste, mix well and cook for 1 to 2 minutes, while stirring continuously."
157,7,"Add the curds, mix well and cook on a medium flame for another 1 to 2 minutes, while stirring continuously."
157,8,"Add the green peas, cauliflower, cashewnut paste, salt and sugar, mix well and cook on a medium flame for 2 more minutes, while stirring occasionally."
157,9,"Add the cornflour-milk mixture, mix well and cook for 1 more minute, while stirring continuously."
157,10,"Add the cream, mix well and cook for 1 more minute."
157,11,Serve immediately with parathas.
158,1,Blend the pomegranate seeds in a mixer and blend till smooth.
158,2,Strain the mixture using a strainer.
158,3,"Transfer the mixture in a deep bowl and add the sugar, cumin seeds powder and black salt and mix well."
158,4,Pour the mixture into a shallow aluminum container and freeze for 6 hours.
158,5,Remove it from the freezer and keep aside for 4 to 5 minutes.
158,6,Scrape it with a fork and serve immediately in 6 individual glasses garnished with pomegranate seeds.
159,1,Combine all the ingredients and blend in a mixer to a smooth paste using very little water.
159,2,Refrigerate till use.
160,1,Blend the grapes in a mixer to a smooth purée.
160,2,Add 3½ cups of water and mix well. 
160,3,"Strain through a sieve and add the sugar, cumin seeds powder, lemon juice and ginger juice and mix well. Keep in the refrigerator to chill. "
160,4,Pour into 4 individual glasses and serve chilled garnished with mint leaves.
161,1,"Peel and deseed the pumpkin. Using a melon scooper, scoop out balls from the pumpkin."
161,2,Prick each pumpkin ball with a fork at close intervals.
161,3,Rub the slaked lime on the pumpkin balls and keep aside for 5 minutes.
161,4,Wash the pumpkin balls thoroughly. Drain and keep aside.
161,5,"In a heavy bottomed pan, combine the sugar and yellow food colouring with 2 cups of water and bring to a boil."
161,6,"Skim off any impurities floating on the surface, using a slotted spoon."
161,7,Add the pumpkin balls and cook on high flame for 10 to 15 minutes. Remove from the fire. Cool completely.
161,8,Drain form the sugar syrup and roll the petha balls in desiccated coconut.
161,9,Cool completely.
162,1,"Soak the rasgullas in water for 1 minute, drain and discard the water."
162,2,"Repeat step 1 for 4 to 5 times, till all the sugar has been removed from the rasgullas. Keep aside."
162,3,Heat the milk in a non-stick pan and add the lemon juice drop-by-drop stirring continuously to get a grainy texture.
162,4,Add the cornflour mixture to the milk and mix well. Cook till the mixture thickens.
162,5,"Add the sugar substitute and cardamom powder, mix well and cook for a minute."
162,6,Remove from flame and keep aside to cool.
162,7,"Add the rasgulla pieces, stir gently and keep refrigerated for at least 1 hour."
162,8,Serve chilled garnished with saffron.
163,1,Soak the dried figs in enough hot water in a bowl for 5 minutes.
163,2,Drain well and blend in a mixer to a smooth mixture without using any water. Keep aside.
163,3,"Heat the ghee in a broad non-stick pan, add the dried fig mixture, walnuts, almonds, pistachios and sesame seeds, mix well and cook on a medium flame for 1 minute."
163,4,"Switch off the flame, add the saffron-milk mixture and cardamom powder and mix well."
163,5,Transfer the mixture onto a greased plate and spread it evenly using a flat spoon.
163,6,Cool slightly and cut into 9 equal square-shaped pieces.
163,7,Cool completely and serve or store refrigerated till serving.
164,1,"Combine the dried figs, sugar and ½ cup of water in a broad non-stick pan, mix well and cook on a medium flame for 3 to 4 minutes or till all the water evaporates, while stirring occasionally."
164,2,"Add the mava, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
164,3,"Add the ghee and cardamom powder, mix well and cook on a medium flame for another 2 minutes or till the mixture turns light brown in colour, while stirring continuously."
164,4,"Add the mixed nuts, mix well and cook on a medium flame for 1 more minute, while stirring continuously."
164,5,Transfer the mixture in a 150 mm. (6?) diameter greased plate and flatten it evenly using the back of a spoon. Keep aside at room temperature for 2 hours or till it sets.
164,6,Cut into 9 equal square pieces.
164,7,Serve immediately or store refrigerated in an air-tight container.
165,1,"To make anjeer basundi, combine the saffron and warm milk in a small bowl, mix well and keep aside. Adding saffron strands imparts a great flavor and a hint of color to the anjeer basundi."
165,2,"Combine the milk and sugar in a deep non-stick pan, mix well and bring to a boil on a high flame while stirring occasionally. This is should take approximately 5 minutes."
165,3,"Reduce the heat and cook on a medium flame for 15 to 17 minutes, while stirring occasionally and while scrapping the sides of the pan. This step is essential to the anjeer basundi recipe because the malai stuck to the pan provides the thickness and consistency we desire."
165,4,"Add the anjeer, saffron-milk mixture and cardamom powder, mix well and cook on a medium flame for 2 minutes, while stirring occasionally and scrapping the sides of the pan."
165,5,"Cool the anjeer basundi completely, refrigerate for atleast 1 hour and serve chilled."
166,1,"Boil enough water in a saucepan, add the figs, mix well and cook on a medium flame for 3 to 4 minutes or till they turn soft, while stirring occasionally."
166,2,Drain it using a strainer.
166,3,Blend in a mixer to a smooth paste using approx. ¼ cup of water. Keep the fis purée aside.
166,4,"Heat the ghee in a deep non-stick kadhai, add the powdered almonds, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
166,5,"Add the puréed figs, milk powder, sugar and ½ cup of water, mix well and cook on a medium flame for 5 minutes, while stirring continuously."
166,6,Add the cardamom powder and mix well.
166,7,Serve hot garnished with almond slivers.
167,1,Pat-dry the peeled almonds on a towel and then blend in a mixer to a fine powder.
167,2,"Heat 2 cups of water in a pan, add the figs and cook for about 3 to 5 minutes."
167,3,Drain and blend in a mixer to a smooth purée. Keep aside.
167,4,"Heat the ghee in a deep heavy-bottomed pan, add the powdered almonds and sauté over a medium flame for about 2 minutes."
167,5,"Add the puréed figs, milk powder, sugar and ½ cup of water and cook for about 5 minutes till the sugar is completely dissolved, while stirring continuously."
167,6,Add the cardamom powder and mix well.
167,7,Serve hot garnished with almonds.
168,1,"Combine the milk, vanilla ice- cream, dried figs, almonds, biscuits, sugar and ice- cubes and blend in a juicer till the mixture is smooth and frothy."
168,2,Pour equal quantities of the smoothie into 2 individual glasses.
168,3,Serve immediately garnished with a fig on the rim of each glass.
169,1,Juice all the ingredients except bananas.
169,2,Blend the bananas to a purée in a blender and add to the juice.
169,3,Add some crushed ice in 2 glasses and pour the juice over it. Serve immediately.
170,1,"Combine the sprouted moong, paneer, chilli powder, cumin seeds powder and rock salt in a bowl and mix well."
170,2,Arrange all the ingredients on a platter and serve immediately.
171,1,Combine all the ingredients in a mixer.
171,2,"Pour 1½ cups of chilled water and blend it till smooth. Make sure you blend it really well, as when we blended for approx. . 2 minutes, there were still pieces of tomatoes. So we had to blend it for another 2 minutes."
171,3,"Also see that,  you give a break while you are blending , or else the mixer will get hot."
171,4,Pour the juice in 3 individual glasses serve immediately or serve chilled.
172,1,Combine all the ingredients together and blend in a mixer till smooth.
172,2,Strain the juice using a strainer and pour into 4 individual glasses.
172,3,Serve immediately.
173,1,It can be taken to work in a lunch box with a dressing in a separate small container.
173,2,"Just before eating, mix the dressing and toss well. Eat immediately."
174,1,"Combine all the ingredients, except the paneer, in a bowl and mix well."
174,2,Add the paneer and toss well. Cover and refrigerate for about 2 to 3 hours.
175,1,Boil 1 cup of water with salt in a deep pan
175,2,"Add the rice flour while stirring continuously till the flour has absorbed all the water. Remove from the flame and knead into a soft dough, using warm water if required."
175,3,Divide the dough into 6 equal portions.
175,4,"On a wooden board, sprinkle a little water. Place each ball on the wooden board and with wet hands, press it evenly to make a round of 75 mm. (3"") diameter circle. Keep aside."
175,5,"Heat an earthen tava (khapri) and cook the appas on one side on a low flame. When it leaves the sides, turn it on the other side. As it rises, press it along the sides till it puffs like a ball."
175,6,Repeat with the remaining balls to make 5 more appas. Serve hot with coconut milk.
176,1,Wash and soak the rice for 2 to 3 hours. Drain.
176,2,"Combine the soaked rice, cooked rice and ½ cup of coconut milk and blend in a mixer till smooth."
176,3,"Add the sugar, remaining 1½ cups of coconut milk and salt and mix well."
176,4,Add a little lukewarm water to the yeast and mix well.
176,5,Add it to the rice mixture and mix well (the batter should be of dropping consistency). Cover and keep aside for 2 to 3 hours.
176,6,Heat an appam kadhai or a deep non-stick tava and grease it lightly with oil.
176,7,Pour a ladleful of the batter into it and slowly rotate the kadhai in a circular motion so that a thin layer forms on the side while the middle remains thick.
176,8,"Cover and cook for a minute, remove the appam when the middle fluffy part is cooked."
176,9,Repeat for the remaining batter to make to make more appams.
176,10,Serve hot with vegetable korma.
177,1,Soak the rice for 4 to 5 hours.  Drain.
177,2,"Add the poha, yoghurt, approx. 1 teacup of water, jaggery, turmeric and salt and blend in a mixer to form a thick and smooth batter. "
177,3,"Cover and keep overnight.  Add the coconut.  If the batter is too thick, add a little water. "
177,4,Lightly grease a non-stick tawa with a little oil.  Pour 2 tablespoons of batter on the tawa (griddle) without spreading it.  Cover with a lid and cook on a medium flame till the lower side is light brown.   
177,5,Repeat with the remaining batter using the remaining oil. 
177,6,Serve hot with coconut chutney.  
179,1,Soak the raw rice in a deep bowl with enough water for 2 hours. Drain well.
179,2,"Combine the soaked rice, grated coconut and 2 cups of water in a mixer and blend it till smooth."
179,3,"Transfer the batter in a deep bowl, add the salt and mix well."
179,4,Cover and ferment in a warm place overnight.
179,5,"Next day add baking soda and sugar, mix very well."
179,6,Heat an appachatti (appam kadhai) and grease it lightly with oil.
179,7,Pour a big ladleful of the batter into it and slowly rotate the kadhai in a circular motion so that a thin layer forms on the side while it remains thick in the center.
179,8,"Cover with a lid and cook on a medium flame for 2 to 3 minutes, remove the appam when the center fluffy part is cooked."
179,9,9. Repeat steps 6 to 8 to make 17 more appams.
179,10,Serve immediately with coconut stew.
180,1,"Put the almonds in a small non-stick pan and roast them on a medium flame for 5 minutes, while tossing occasionally."
180,2,Cool completely and keep aside.
180,3,Combine all ingredients in a deep bowl and mix well.
180,4,Add the dressing and mix well.
180,5,Serve immediately.
181,1,Mix all the ingredients with 2 tablespoons of water in a vessel and cook till all the moisture evaporates and apples become soft and light brown in colour.
181,2,Remove from the flame and keep aside to cool.
182,1,"Combine all the ingredients in a deep bowl except the apples, banana and walnuts."
182,2,"Pour the mixture in a serving bowl and top it up with apples, banana and walnuts evenly over it."
182,3,Serve immediately or chill in the refrigerator for 2 hours and then serve.
183,1,Combine all the ingredients in a deep bowl and mix well using a whisk.
183,2,"Heat a non-stick tava (griddle) and grease it using ¼ tsp of butter, pour a ladleful of the batter on it and spread in a circular motion to make a thick pancake of 100 mm. (4"") diameter."
183,3,"Cook the pancake on a medium flame, using ¼ tsp of butter, till it turns golden brown in colour from both the sides."
183,4,Repeat steps 2 and 3 to make 8 more pancakes.
183,5,Serve immediately with honey.
184,1,"Heat the oil in a pressure cooker, add the onions and sauté on a medium flame for 30 seconds."
184,2,"Add the carrot, potatoes, apple and 1 cup of water, mix well and pressure cook for 3 whistles."
184,3,Allow the steam to escape before opening the lid.
184,4,Cool slightly and blend in a mixer to a smooth purée.
184,5,"Pour the purée into a broad non-stick pan and bring to boil, while stirring occasionally."
184,6,Serve lukewarm.
185,1,Apply ½ tsp butter on each bread slice and keep aside.
185,2,"Place the bread slices, with the buttered sides facing upwards, on a clean flat surface and spread 2 tbsp of apples evenly on each slices."
185,3,Sprinkle 1 tbsp of cheese and 1½ tsp of carrots over each slice and bake them in a pre-heated oven at 200°c (400°f) for 5 to 7 minutes or till the cheese melts.
185,4,Serve hot.
186,1,"Combine the apples, dates, curds and ice-cubes and blend in a juicer till the mixture is smooth and frothy."
186,2,Pour equal quantities of the smoothie into 2 individual glasses.
186,3,Serve immediately.
187,1,Add the apples and grapes a few at a time in a hopper.
187,2,Add the lemon juice and sugar to the juice and mix well.
