recipe_id,name,description,cook_time_in_minutes,preparation_time_in_minutes,total_time_in_minutes,image_url,number_of_views
155,"Amla Sabji, Indian Gooseberry  Accompaniment","Come winter, the market is flooded with amla. Most people make it into pickles, while others explore newer ways of consuming it like juices or chutneys. Have you ever thought of making a subzi with this vitamin C rich fruit? Amla is a very beneficial berry, with anti-inflammatory properties. By cooking it into a subzi, you get an opportunity to consuming a larger portion than as a pickle. This unique Amla Subzi is flavoured with an interesting mix of seeds like coriander and fennel. With a dash of jaggery and spice powders, it has a blend of sweet, sour and spicy flavours. Enjoy it hot and and fresh with roti and parathas, or hot rice and dal. You can also try other amla recipes like Amlana or Amla Murabba . ",9,15,24,"https://www.tarladalal.com/members/9306/big/big_amla_sabji,_indian_gooseberry__accompaniment-13608.jpg?size=696X905",8449 times
156,Amlana,"Amlana is a delicious Rajasthani drink made with tamarind pulp, perked up with spices like pepper and cardamom. The addition of black salt imparts a wonderful flavour, which is further enhanced by the minty garnish. Chill this drink really well before serving!",0,5,1252,https://www.tarladalal.com/members/9306/big/big_amlana-11829.jpg?size=696X905,33593 times
157,Amrit Modak,"Wish to get into Lord Ganesha’s good books? Look no further. The Amrit Modak is inarguably his favourite food! Widely made during Ganesh Utsav, this delicious sweet treat is made using mawa, sugar and kesar. The tinge of saffron is quite noticeable and hence this is also called the Kesar Modak. Apart from the luxuriant flavour and melt-in-the-mouth texture, another striking feature of these modaks is the crunchy pistachio stuffing, which packs a punch of excitement into each bite!Much loved by young and old alike, the Amrit Modak is a good addition to any festive menu, not just Ganesh Utsav. Give it a try right away, because every day brings with it a new reason to celebrate life.Also do try other Indian sweets using mawa like Mawa Kachori,     Mawa Peda, Coconut Barfi or Mawa Kesar Roll.",10,10,20,https://www.tarladalal.com/members/9306/big/big_amrit_modak-8736.jpg?size=696X905,55666 times
158,"Amrit Peda, Peda Recipe","This mithai is one that will remain etched in your memory for a long time, not only due to its rich texture and intensely milky flavour but also thanks to the spicy overtones of cardamom and saffron. Pistachios enhance this pedas further with their interesting crunch. Surprisingly, this mouth-watering Amrit Peda is also quite easy to make. You can store it at room temperature in a dry and airtight container for 4-5 days, or in the refrigerator for 8-10 days.Make these pedas for special occassions like Raksha - Bandhan Diwali and Dassera . ",6,10,16,https://www.tarladalal.com/members/9306/big/big_amrit_peda-11113.jpg?size=696X905,73181 times
159,Amritsari Gobi Mutter,"Cauliflower and green peas, the popular duo, feature in a rich, white gravy that is so flavourful you would hardly notice the absence of onions and garlic! While cabbage gives a crunch and flavour akin to onions, bottle gourd acts as the main ingredient in the gravy, giving it volume and a creamy texture. Typical value-adds like garam masala and cashewnut paste add to the gravy’s appeal, making the Amritsari Gobi Mutter an instant hit with your family.",20,15,35,https://www.tarladalal.com/members/9306/big/big_amritsari_gobi_mutter-9536.jpg?size=696X905,70525 times
160,"Anar ka Slush, Pomegranate Slush","Who can resist a chatpata and chilled dose of Anar ka Gola, especially after binging on their favourite snacks like Khasta Kachori Chaat ,  Sev Puri , Ragda Pattice , Masala Pav , Paneer Chilly Dosa , Samosas, Usal etc.This refreshing slush-like treat make with a blend of pomegranate seeds and cumin seeds pepped up with black salt, is sure to shake off any tiredness you might feel and reboot your day.",0,15,15,https://www.tarladalal.com/members/9306/big/big_anar_ka_gola-11187.jpg?size=696X905,28710 times
161,Anardane Te Phudine ki Chutney,"A simple, but rather different chutney because of the use of pomegranate seeds. Besides giving a sourish taste to the chutney, they add a delicate aroma which comes through in spite of the strong minty flavour. And there's nothing like a little pudina to set those senses tingling. Can be enjoy as an accompaniment to any meal. ",0,10,10,https://www.tarladalal.com/members/9306/big/big_anardane_te_phudine_ki_chutney-7288.jpg?size=500X650,46511 times
162,Angoor ka Sherbat,Think of a raja from the olden days and the first picture that comes to your mind is of the lavish king enjoying a bunch of grapes while lazing in his throne! Grapes have a special place in the royal menu and this sherbet made with fresh green grapes is divine! The lemon juice and mint leaves provide the required freshness while the cumin seeds and ginger juice add a range of flavours that will tantalize your taste buds! ,0,10,10,https://www.tarladalal.com/members/9306/big/big_angoor-ka-sherbat-1482.jpg?size=500X667,30569 times
163,Angoori Petha,A variation of the famous Agra ka Petha.,30,30,10,https://www.tarladalal.com/members/9306/images/angoori-petha-708.jpg?size=250X292,67519 times
164,"Angoori Rabri, Angoori Rabdi","Making rabri, the traditional way, is a time-consuming affair as the milk is simmered on a low flame for a long time to thicken and get its desired texture. I used the quickest way by using corn flour for thickening and lemon juice to get the required grainy texture. Use readily available rasgullas, squeeze them thoroughly to remove all the sugar syrup.",10,10,20,https://www.tarladalal.com/members/9306/big/big_angoori_rabdi-10684.jpg?size=696X905,90177 times
165,Anjeer and Mixed Nut Barfi,"A barfi in one minute, and that too a super-healthy one? Here you go! The Anjeer and Mix Nut Barfi, as the name suggests combines iron-rich and flavourful ingredients like figs, nuts and sesame seeds. A teaspoon of ghee together with saffron and cardamom imparts a rich and magical aroma to this quick barfi, while the sesame seeds imparts a deep flavour to it.  The sweetness of figs is balanced well by the husky flavour of the nuts. In all, a super quick and easy treat for your sweet tooth.",1,5,11,https://www.tarladalal.com/members/9306/big/big_dream_anjeer_(_iron_rich_recipe)-8577.jpg?size=696X905,56473 times
166,Anjeer Barfi,"The Anjeer Barfi has everything that a mithai ideally should have – rich mouth-feel, lingering flavour and enticing aroma! The best part, however, is that, it is very easy to make. Provided you have a few hours on hand to let the mithai set, this one is a no-brainer. Proper proportions of anjeer, mava, nuts and other ingredients ensure that this sweet takes less than 10 minutes to cook! Yet, it is so exotic that it is one of the first sweets you should consider preparing for a grand festive Occasion . ",9,5,14,https://www.tarladalal.com/members/9306/big/big_anjeer_barfi-10671.jpg?size=696X905,78068 times
167,Anjeer Basundi,"Rich enough to pamper your senses, tinged with the magic of Indian spices, the Anjeer Basundi is a dessert you will enjoy thoroughly. Chopped anjeer gives the well-cooked milk a nice mouth-feel and pleasant sweetness, while saffron gives it a rich hue and aroma. With just a dash of sugar, this Anjeer Basundi has the right level of sweetness. Awesome though it is, this dessert is conveniently easy to make. So, go for it without any second thoughts. You can also try other Basundi recipes like the Basundi or Pineapple Basundi. Enjoy how to make Anjeer Basundi recipe with detailed step by step photos.",24,5,29,https://www.tarladalal.com/members/9306/big/big_anjeer_basundi-13467.jpg?size=696X905,103280 times
168,Anjeer Halwa ( Mithai Recipe),"Richness personified, the Anjeer Halwa is a really striking dessert made of puréed figs, powdered almonds and milk powdered, cooked with ghee and a little bit of sugar to add to the natural sweetness of figs. The almonds and figs complement each other beautifully in flavour and texture, while the milk powder and ghee give a very luxuriant mouth-feel and flavour to this halwa. Every spoonful of this luscious dessert will be truly memorable.",14,15,29,https://www.tarladalal.com/members/9306/big/big_anjeer_halwa_(_mithai_recipe)-10320.jpg?size=696X905,133957 times
169,Anjeer Halwa ( Mughlai Recipe),Dried anjeer is truly delicious even when eaten by itself. Here is a recipe of a scrumptious anjeer halwa that uses loads of almonds. Milk powder is used in this recipe improving its texture and adding a unique flavour. Adjust the sugar content based on the sweetness of the figs and the milk powder used. ,20,10,30,https://www.tarladalal.com/members/9306/big/big_anjeer_halwa_(_mughlai_recipe)-5948.jpg?size=500X650,50774 times
170,Anjeer Smoothie ( Burgers and Smoothie Recipe),"Anjeer smoothie, as the name suggests, is a dry fruit based smoothie with dried figs as the key ingredient. As a novel idea, coarsely powdered sweet biscuits have been added to impart thickness to the smoothie, since there are no fruits in this recipe. ",0,5,5,https://www.tarladalal.com/members/9306/big/big_anjeer_smoothie_(_burgers_and_smoothie_recipe)-3563.jpg?size=696X905,39854 times
171,Anti Cholesterol Shake,"A combination of orange, papaya and banana blended together to make a filling drink that beats cholesterol!   This unusual combination of fruits is rich in potassium, vitamin C and fibre. Banana is an excellent source of potassium, the deficiency of which is associated with the change in the normal pattern of the heartbeat. This shake satiates the hunger pangs while keeping the building up of cholesterol levels at all time low.",0,10,10,https://www.tarladalal.com/members/9306/big/big_anti_cholesterol_shake-3085.jpg?size=500X637,104301 times
172,Anti- Aging Breakfast Platter,"Start your day with this energetic breakfast platter, which is loaded with healthy, colourful and tasty ingredients that look so appealing that you cannot help drooling! Chock-full of nutritious foods ranging from fruits and sprouts to paneer, this Anti-Aging Breakfast Platter gives you a good mix of nutrients, flavours and textures. The ingredients are quite balanced too. The fruits give you loads of vitamins and fibre, especially vitamin C, a powerful antioxidant that helps slow the process of aging. Paneer and sprouts give you ample calcium and protein, both of which are essential for healthy functioning and maintenance of the body. The best part is that this attractive platter is quite easy to prepare. You just need to chop and arrange them. The ingredients are ingeniously chosen so that they look good too. Scooping out the watermelon into balls makes it look really wonderful, and together with the green grapes, it looks like the decoration on a Christmas tree! What a fabulous way to start the day – with a visual and culinary treat.",0,10,10,https://www.tarladalal.com/members/9306/big/big_anti_ageing_breakfast_platter-13873.jpg?size=696X905,82179 times
173,Anti- Cancer and Anti- Inflammation Spinach Juice,"Some foods are so easy to make yet so beneficial, you feel like saying – oh, why didn’t I know about this earlier! Well, the Anti-cancer and Anti-inflammation Spinach Juice is a perfect example. An apt blend of ingredients like spinach and tomatoes gives it a nice taste and consistency, while at the same time these ingredients are bursting with nutrients that work against cancer and inflammation, two of today’s killer diseases. Because we do not strain the juice, make sure you blend it really well. Give the mixer a break in between to avoid over-heating. Once done, chill the juice and serve to boost the taste. If you don’t want it cold, you can have it right away! You can also try other nice juices like the Muskmelon Watermelon and Wheat Grass Juice and Palak, Kale and Apple Juice .",0,10,10,https://www.tarladalal.com/members/9306/big/big_anti-_cancer_and_anti-_inflammation_spinach_juice-13422.jpg?size=696X905,8073 times
174,Antioxidant Boost ( Eat Well Stay Well Recipes ),"Antioxidant boost, a potent antioxidant drink that fights all infections and enhances immune system. Eating so many fruits can be boring hence make it into a juice and gain their benefits. ",0,10,10,https://www.tarladalal.com/members/9306/big/big_antioxidant_boost_(_eat_well_stay_well_recipes_)-5803.jpg?size=500X650,23144 times
175,"Antioxidant, Protein Rich Healthy Lunch Salad","This is a crunchy, colourful and healthy salad that you can have any time, and even carry to work in the lunch box! Coloured capsicum, onion and lettuce are loaded with antioxidants, which help build our immune system and fight various diseases. Their peppy flavour and crunchy texture also help to energize the salad! On the other hand, masoor, alfa alfa sprouts and feta cheese boost the protein content of the salad, while also giving it an exotic blend of textures. Laced with a sweet and tangy olive oil dressing, the Antioxidant, Protein Rich Healthy Lunch Salad is a lovely treat to the palate. Extra virgin olive oil has healthy fat, which further boosts the health quotient of this salad. You can take this salad to work – pack the dressing separately and toss it together just before you eat.You can also try healthy lunch salads like Mixed Sprouts Beetroot Healthy Lunch Veg Salad or Rajma Vegetable Healthy Lunch Salad .",0,15,15,"https://www.tarladalal.com/members/9306/big/big_antioxidant,_protein_rich_healthy_lunch_salad-13482.jpg?size=696X905",12722 times
176,Antipasto Duo ( Exotic Diabetic Recipe ),"As the name suggests, this is a combination of two starters, ideally served before a main course of pasta! both these starters are served together as a platter… the paneer is marinated in lemon juice and flavoured with honey and garlic while the vegetables are delectably drenched in herbs and lemon juice. Serve this platter with herbed pizza squares for a sumptuous starter. The interesting combination of lemon, honey and herbs in the dressing is what makes this starter and real five-starrer! However being a little high on the calorie and protein scale, it should be had in restricted serving size and as an occasional treat.",10,20,30,https://www.tarladalal.com/members/9306/big/big_antipasto-duo-(-exotic-diabetic-recipe-)-2351.jpg?size=500X660,26620 times
177,"Appa, Malabar Pathiri","Appa is also called pathiri in Malabar cooking. These are essentially thin rice rotis that are dipped in coconut milk just before serving.Serve these coconut milk dipped Appas with curries like Kadala Curry , Malabari Curry or Yam and Spinach Pulusu . ",20,5,25,https://www.tarladalal.com/members/9306/big/big_appa-(-know-your-flours-)-1918.jpg?size=500X669,58274 times
178,Appam ( How To Make Appam ),"Appam is a famous dish from the keralite repertoire of south indian cooking. This recipe is an easy-to-make, instant version of the otherwise tough-to-make dish. Since yeast is used, the batter need not be fermented for long unlike the traditional version. Serve appam with slightly-sweetened coconut milk and vegetable korma for a perfect meal!",15,15,3906,https://www.tarladalal.com/members/9306/big/big_appam_(_how_to_make_appam_)-13098.jpg?size=696X905,345092 times
179,Appam Pancake,"This honeycombed pancake traces its origins to India's Western costal district, the Konkan.",25,10,35,https://www.tarladalal.com/members/9306/big/big_appam_pancake-4489.jpg?size=500X650,59197 times
180,"Appam, Appam Kerala Recipe","Appam is a famous dish from the Keralite repertoire of South Indian cooking. This recipe is an easy-to-make, instant version of the otherwise tough-to-make dish. Since yeast is used, the batter need not be fermented for long unlike the traditional version. Serve appam with slightly-sweetened coconut milk and Coconut Stew or Vegetable Stew for a perfect meal!",30,15,45,"https://www.tarladalal.com/members/9306/big/big_appam,_appam_kerala_recipe-13097.jpg?size=696X905",322132 times
181,"Appam, Appam Without Yeast","It is a delight to watch an experienced chef swirl the kadhai to make a perfect bowl-shaped Appam! You can master the art too, within a few tries. Appam is a delectable South Indian dish, which is comparable to dosa, but with a special texture and shape. The raw rice batter and the unique manner of preparation give it a crisp bowl-like structure with a spongy bun-like centre. Drizzle a little coconut milk over the Appam and enjoy it hot with a spicy Kadala Curry or mouth-watering Coconut Stew . While Appam is traditionally made with yeast, to get the fluffy centre, it can also be made through a natural fermentation process, without using yeast. Here is how to do that... ",1,5,5459,"https://www.tarladalal.com/members/9306/big/big_appam,_appam_without_yeast-11816.jpg?size=696X905",13106 times
182,Apple Almond and Celery Salad with Honey Mustard Dressing,"The Apple Almond and Celery Salad with Honey Mustard Dressing is a refreshing salad that is bursting with flavour. It must ideally be served chill, and is therefore a wonderful choice on a hot summer day. Here, a yummy mix of soft apples, crisp celery and crunchy almonds are bathed in a tangy, sweet and pungent dressing of honey, mustard and curds. The dressing complements the salad ingredients beautifully, leaving you in no doubt about the merits of this salad. The dressing must be poured on the salad just before serving. Try other salads like Apple and Lettuce Salad with Melon Dressing and Fresh Fruit and Vegetable Salad in A Mint Dressing .",5,15,20,https://www.tarladalal.com/members/9306/big/big_apple_almond_and_celery_salad_with_honey_mustard_dressing-12838.jpg?size=696X905,4538 times
183,Apple and Banana Frozen Ices,Lip-smacking ices made from protein and calcium-rich curds and nourishing fruits.,5,5,10,https://www.tarladalal.com/members/9306/big/big_fruit_ices-7001.jpg?size=500X650,29341 times
184,Apple and Banana Steel Cut Oats,"Steel-cut oats is a high-fibre product made by slicing oat grains into two or three groats each. It is healthier and more mealy than quick cooking oats, and has a really awesome mouth-feel. You can make exciting breakfast and snack options by combining steel-cut oats with fruits and spices. This delicious recipe combines steel-cut oats with juicy apples and creamy bananas, all soaked in nourishing almond milk with a tinge of vanilla. A dash of apple sauce imparts a natural sweetness to the recipe and enhances the fruity touch, while a topping of walnuts gives it a delectable crunch! The Apple and Banana Steel-Cut Oats tastes much better when served chilled, so try to refrigerate it for a few hours before serving. Else, you can also serve it immediately. Try other healthy recipes with steel-cut oats like the Steel Cut Oats with Strawberries and Almond Milk or Apple Steel Cut Oatmeal with Almond Milk .",0,10,10,https://www.tarladalal.com/members/9306/big/big_apple_and_banana_steel_cut_oats-13658.jpg?size=696X905,5346 times
185,Apple and Buckwheat Pancakes,"Millions of people across the world start their day with delicious and filling pancakes. Indeed, this versatile snack is one of the most popular breakfasts across the world.Given that we have a wide choice, we need not restrict pancakes to breakfast time. They can be served as an evening snack, supper or after-school delight for kids. It is possible to make pancakes just the way you like them – plain or flavoured, with sweet or savoury fillings and perhaps with toppings and sauces drizzled on them too! Here is a mouth-watering Apple and Buckwheat Pancake, which combines the fruity charm of apples with the earthy aroma and taste of buckwheat. Serve it warm laced with honey! Try other pancakes like the Peanut Butter and Mixed Fruit Jam Crêpes or Apple Honey Pancake . ",30,10,40,https://www.tarladalal.com/members/9306/big/big_apple_and_buckwheat_pancakes-13151.jpg?size=696X905,6698 times
186,Apple and Carrot Soup with Potatoes  ( Baby and Toddler ),"Fancier than porridges and single-fruit stews, this Apple and Carrot Soup with Potatoes is a dish that will introduce your child to more exciting flavours and textures. Rich in energy and vitamin A, this soup is a meal which will make the baby feel satisfied for some time. As your baby approaches the eighth month, you can start adding ingredients like onions that have a strong flavour. You can also add a dash of pepper to this soup if your baby seems to like it.",15,10,25,https://www.tarladalal.com/members/9306/big/big_apple_and_carrot_soup_with_potatoes_(_baby_and_toddler_recipe)-10241.jpg?size=696X905,159379 times
187,Apple and Cheese Toasts,"These toasts are sure to delight your little ones' taste buds and gift them a bounty of nutrients! For an interesting twist, cut the toasts diagonally to form triangles just before serving.",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_and_cheese_toasts-8289.jpg?size=696X905,53642 times
188,"Apple and Date Smoothie, Smoothie with Curds","The Apple and Date Smoothie is very soothing to the palate as both apples and dates lend a very balanced taste without any overpowering flavours. The smoothie also imbibes the natural sweetness of dates, making it all the more pleasing.Other must-try combos with apples for smoothies are Blueberry Apple Smoothie , Banana Apple Smoothie and Papaya, Green Apple and Orange Smoothie . ",0,10,10,"https://www.tarladalal.com/members/9306/big/big_apple_and_date_smoothie,_smoothie_with_curds-13121.jpg?size=696X905",28743 times
189,Apple and Grape Juice,Some fruits taste even better when blended together. Apples add body to grape juice while a dash of lemon makes the combination even more refreshing. Go easy on the sugar if the grapes are already too sweet.,0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_and_grape_juice-9520.jpg?size=696X905,35885 times
190,Apple and Lettuce Salad with Melon Dressing ( Iron Rich Recipe ),"The best way to replenish our body’s water and electrolytes is through fresh fruits and vegetables. Here is an interesting way to achieve this top-up! The choice of vegetables and fruits used in this Apple and Lettuce Salad with Melon Dressing gives an ample dose of vitamins A and C, while bean sprouts gives a good amount of protein. The best part is that these tasty fruits and veggies are tossed together in a refreshing no-oil musk melon dressing. Very healthy, extremely enjoyable!",0,15,15,https://www.tarladalal.com/members/9306/big/big_apple_and_lettuce_salad_with_melon_dressing_(_iron_rich_recipe_)-10057.jpg?size=696X905,81250 times
191,Apple and Oats Milkshake,"A soothing milkshake that will help you relax and rejuvenate! Apple and oats are both fibre-rich ingredients, and make a winning combo in terms of flavour and texture too. Raisins impart a natural sweetness to this drink, further enhanced with a lacing of honey. Fix up this Apple and Oats Milkshake for breakfast or after a long day of work, and relish with your loved ones. It beats chocolate and coffee hands down!",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_and_oats_milkshake-11315.jpg?size=696X905,56481 times
192,Apple and Orange Drink,"Unique in every way, this Apple and Orange Drink combines the juice of cooked apples with orange squash, lemonade and soda to make a fizzy refresher, perfect for a hot summer’s afternoon. Although dominated by citrus flavours like orange and lemon, the scent and flavour of apples can be clearly noted in this delightful drink.",15,10,25,https://www.tarladalal.com/members/9306/big/big_apple_and_orange_drink-8685.jpg?size=696X905,44362 times
193,"Apple and Raisin Pudding, Apple Raisin Bread Cinnamon Pudding","This is a warm and delicately flavoured pudding that will warm your heart and pep up your soul! The best part is that it is so easy to make because we use readymade bread and readily available apple as the base for this pudding, which is thoughtfully dotted with raisins to provide nice, juicy interludes in each mouthful! Cinnamon and vanilla, when used with brown sugar, give an aesthetic and truly memorable flavour to this Apple and Raisin Pudding. Serve this lovely dessert , garnished with love, to your family and friends, and rest assured, it will soon be the talk of the town!",10,10,20,https://www.tarladalal.com/members/9306/big/big_apple_and_raisin_pudding-11067.jpg?size=696X905,60547 times
194,Apple and Saffron Sauce,Apple and saffron sauce is a dessert sauce made with apples and is given an indian touch by use of saffron. It can be served with sandesh or many different indian desserts either hot or cold. ,10,10,20,https://www.tarladalal.com/members/9306/images/apples-and-saffron-sauce-438.jpg?size=250X292,21008 times
195,Apple and Walnut Kheer,"Unpeeled apple that is rich in fibre and walnuts that are rich in omega-3 fatty acids strengthen the heart, so the apple and walnut kheer can be enjoyed as an occasional treat even by those with heart problems. The recipe is made healthier by using low-fat milk to reduce the calorie-scare! What is more, this nutritious kheer can be prepared within minutes in a very simple fashion, so it can be used by anybody as a quick and tasty dessert.",5,5,10,https://www.tarladalal.com/members/9306/big/big_apple_and_walnut_kheer-8728.jpg?size=696X905,40494 times
196,Apple Carrot Beetroot Infused Water,"Apple Carrot Beetroot infused water: The most common fruits and vegetables find place in this infused drink. You will enjoy the flavours of both apple and carrot and the eye appealing colour of the beetroot. Try it! You would be tempted to try other fruit infused drinks too.Fruit Infuser Water Bottles are easily available all over India, in online shops as well as the home needs section of supermarkets and retail chains. If you don’t have a Fruit Infuser Bottle, you can just use any glass jar or pitcher. Put the fruits and vegetables in the pitcher along with water and allow them to infuse for 2 to 3 hours. Then, strain the mixture to get detox water. The fruits and vegetables can be discarded or more water can be added to make more detox water. Do not use the fruits or vegetables for more than twice.You can also try other Fruit Infused Water recipes from our collection like the Pink Guava Apple Infused Water or Pear Cinnamon Honey Infused Water .",0,5,1853,https://www.tarladalal.com/members/9306/big/big_apple_carrot_beetroot_infused_water-13071.jpg?size=696X905,3339 times
197,Apple Carrot Drink,Apples with skin gives us fibre and vitamin c and carrots is a good source of vitamin a. . This drink is great to be had in the morning as it is very refreshing and healthy. . . Make this as close as possible to serving time. . . ,0,15,15,https://www.tarladalal.com/members/9306/big/big_apple_carrot_drink-9540.jpg?size=696X905,27848 times
198,Apple Carrot Ginger Honey Infused Water,"Apple Carrot Ginger honey infused water has powerful combination of four ingredients which sure to detoxify and cleanse like no other. This water is rich in antioxidants, beta carotenes and multivitamins that helps cleanse the digestive system and aids the body fight diseases such as cancer. The ginger balances the sweetness that apple and honey and helps make it more palatable and refreshing.Fruit Infuser Water Bottles are easily available all over India, in online shops as well as the home needs section of supermarkets and retail chains. If you don’t have a Fruit Infuser Bottle, you can just use any glass jar or pitcher. Put the fruits and vegetables in the pitcher along with water and allow them to infuse for 2 to 3 hours. Then, strain the mixture to get detox water. The fruits and vegetables can be discarded or more water can be added to make more detox water. Do not use the fruits or vegetables for more than twice.You can also try other Fruit Infused Water recipes from our collection like the Minty Guava Infused Water or Lemony Papaya Infused Water . ",0,5,1853,https://www.tarladalal.com/members/9306/big/big_apple_carrot_ginger_honey_infused_water-13064.jpg?size=696X905,2514 times
199,Apple Chickoo Salad with Muskmelon Dressing,"An unusual combination of fruits dressed in a pleasant muskmelon dressing makes this a fabulous salad. Apple and chickoo have contrasting flavours and textures, which complement each other beautifully. The dressing combines the soothing flavour and pleasing colour of muskmelon with the josh of roasted cumin seeds and coriander, to give a really fabulous flavour and mouth-feel to the salad. Try the Apple Chickoo Salad with Muskmelon Dressing as a part of your meal or as a small snack in between meals to avoid acidity caused due to unhealthy snacking or long gaps between meals.Also try other stomach friendly recipes like Cucumber, Bean Sprouts and Apple Salad and Nourishing Lettuce Soup .",0,20,20,https://www.tarladalal.com/members/9306/big/big_apple_chickoo_salad_with_muskmelon_dressing-12966.jpg?size=696X905,3652 times
200,"Apple Cinnamon and Oats Recipe with Almond Milk, Vegan Breakfast","This is an elegantly-flavoured, soul-warming breakfast that is sure to gear you up for the day ahead. Oats, cooked with almond milk, laced with cinnamon and topped with apples and walnuts, this is one bowlful that you are sure to enjoy. Moreover, this vegan  recipe is also very easy to make. However, you must serve the Apple, Cinnamon and Oats Recipe with Almond Milk immediately after cooking because it tends to get very thick. We have sweetened the oats naturally with chopped dates. If you want it sweeter, you can add a little more dates. Chock-full of fibre, oats is sure to keep you satiated for a long time. It also reduces quick hikes in blood sugar levels. On the other hand, almond milk gives loads of protein for your bones and keeps all the cells of your body healthy. Walnuts add some omega-3 fatty acids to your breakfast, keeping your heart healthy and happy!",3,5,8,"https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_and_oats_recipe_with_almond_milk,_vegan_breakfast-13465.jpg?size=696X905",3393 times
201,Apple Cinnamon Ice-cream ( Desserts Recipe),"This sumptuous, yet economical ice-cream will prove to be an irresistible finale to your dinner parties. Accompany it with chocolate crepes to make an elegant dessert. ",20,15,35,https://www.tarladalal.com/members/9306/images/apple_cinnamon_ice-cream_(_desserts_recipe)-3086.jpg?size=250X292,40091 times
202,Apple Cinnamon Ice-cream ( Low Calorie Recipe),An age-old combination of apples and cinnamon combines here to make an ice-cream which tastes equally great. ,15,10,25,https://www.tarladalal.com/members/9306/images/apple-cinnamon-ice-cream-(-low-calorie-recipe)-1386.jpg?size=250X292,51701 times
203,Apple Cinnamon Infused Water,"Add a punch of cinnamon to your detox water as it has got many benefits like giving a sensation of satiety. Apple Cinnamon Infused Water will curb down your appetite and will help you avoid the extra calories.Fruit Infuser Water Bottles are easily available all over India, in online shops as well as the home needs section of supermarkets and retail chains. If you don’t have a Fruit Infuser Bottle, you can just use any glass jar or pitcher. Put the apple and cinnamon in the pitcher along with water and allow them to infuse for 2 to 3 hours. Then, strain the mixture to get detox water. The apple and cinnamon can be discarded or more water can be added to make more detox water. Do not use the apple and cinnamon for more than twice.You can also try Plum Guava Infused Water and Pineapple Apple Mint Infused Water . ",0,5,1853,https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_infused_water-13052.jpg?size=696X905,2792 times
204,Apple Cinnamon Milkshake,"An apple a day keeps the doctor away also proves true for acidity when whipped up as a milkshake, as chilled milk is known to overcome acidity for some people.",0,10,10,https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_milkshake-12785.jpg?size=696X905,83794 times
205,"Apple Cinnamon Muffins, Eggless Apple Cinnamon Muffin","The Apple Cinnamon Muffin is so delicious, it will entice even those who are not very fond of apples. The fruity aroma of apples and the delicate smell of cinnamon fill the entire house with their magic even as this muffin bakes! Indeed, your kids and you will find it difficult to wait till it is out of the Oven, and you will be in for a happy surprise when it is time to sink your teeth into this Eggless Apple Cinnamon Muffin because it will be even tastier than you imagined. For a Birthday Party or a High Tea Party you can bake a batch of assorted muffins like - Orange Raisins Muffin , Banana Walnut Muffins , Chocolaty Muffins , Lemon Muffins and Chocolate Chip and Mango Muffin . ",2,15,42,https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_muffins_(__cooking_with_kids)-11044.jpg?size=696X905,256958 times
206,"Apple Cinnamon Smoothie, Healthy Breakfast Smoothie","Cinnamon-tinged apple, in any form, is heavenly. Here, the high fibre fruit is coupled with oats for more fibre, and a dash of curds for protein and  calcium . This nutri-dense glassful is aesthetically flavoured with cinnamon and mildly sweetened with honey, which also gives you necessary energy to kick-start the day. When you are in a hurry, this satiating Apple Cinnamon Smoothie makes an amazing breakfast. You can also enjoy it as a mid-meal snack. Try to have this smoothie immediately after preparation as the apples cause it to discolour after a while.Other must-try combos with apples for smoothies are  smmothies like Apricot Apple Smoothie , Banana Apple Smoothie and Apple and Date Smoothie  .",0,10,10,"https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_smoothie,_healthy_breakfast_smoothie-13497.jpg?size=696X905",3190 times
207,Apple Cinnamon Soya Shake,"A satiating fruity in-between snack, that can be made in a jiffy. The antioxidant flavonoids from soya, fibre from apples and the bio-active compound from cinnamon helps to avoid a quick rise in blood sugar levels and the low-fat milk gives you enough calcium while avoiding the unnecessary fat.",0,10,10,https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_soya_shake-9263.jpg?size=696X905,62604 times
208,Apple Cinnamon Soya Shake ( Protein Rich Recipe ),"A great way to consume protein. Soy milk is low on fat, high in protein and isoflavones – an antioxidant that lowers bad cholesterol and prevents osteoporosis. Give that cola a break, and try this delicious, healthy shake instead!",0,5,5,https://www.tarladalal.com/members/9306/big/big_apple_cinnamon_soya_shake_(_protein_rich_recipe_)-12747.jpg?size=696X905,25606 times
209,Apple Cobbler,"Popular in the United Kingdom and the United States of America, a ‘cobbler’ is a type of dish in which sweet, fruity or savoury mixtures are topped with a batter, flour-mix, biscuits or dumplings and baked. This process gives the dish a unique texture, with a crumbly crust and a succulent filling. Here is a lip-smacking Apple Cobbler in which an apple filling is topped with a buttery flour mixture and baked, to get an exquisite snack that tastes absolutely heavenly with vanilla ice-cream!",8,20,53,https://www.tarladalal.com/members/9306/big/big_crunchy_apple_cobbler-12031.jpg?size=696X905,14116 times
